BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen. Dat betekent dat deze ree
ksen niet geschikt zijn voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeksen van de stations De Kooy, Eelde, De B
ilt, Vlissingen, Beek of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.

SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
Comment: these time series are possibly inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suit
able for trend analysis. For climate change studies we refer to the homogenized series of stations De Kooy, Eelde, De Bilt, Vlissingen, Beek or the Central Nether
lands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.

YYYYMMDD  = Datum (YYYY=jaar MM=maand DD=dag) / Date (YYYY=year MM=month DD=day)
DDVEC     = Vectorgemiddelde windrichting in graden (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil/variabel). Zie http://www.knmi.nl/kennis-en-datacentrum/ac
htergrond/klimatologische-brochures-en-boeken / Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable)
FHVEC     = Vectorgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Vector mean
 windspeed (in 0.1 m/s)
FG        = Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
FHX       = Hoogste uurgemiddelde windsnelheid (in 0.1 m/s) / Maximum hourly mean windspeed (in 0.1 m/s)
FHXH      = Uurvak waarin FHX is gemeten / Hourly division in which FHX was measured
FHN       = Laagste uurgemiddelde windsnelheid (in 0.1 m/s) / Minimum hourly mean windspeed (in 0.1 m/s)
FHNH      = Uurvak waarin FHN is gemeten / Hourly division in which FHN was measured
FXX       = Hoogste windstoot (in 0.1 m/s) / Maximum wind gust (in 0.1 m/s)
FXXH      = Uurvak waarin FXX is gemeten / Hourly division in which FXX was measured
TG        = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
TN        = Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
TNH       = Uurvak waarin TN is gemeten / Hourly division in which TN was measured
TX        = Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
TXH       = Uurvak waarin TX is gemeten / Hourly division in which TX was measured
T10N      = Minimum temperatuur op 10 cm hoogte (in 0.1 graden Celsius) / Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius)
T10NH     = 6-uurs tijdvak waarin T10N is gemeten / 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
SQ        = Zonneschijnduur (in 0.1 uur) berekend uit de globale straling (-1 voor <0.05 uur) / Sunshine duration (in 0.1 hour) calculated from global radiation (
-1 for <0.05 hour)
SP        = Percentage van de langst mogelijke zonneschijnduur / Percentage of maximum potential sunshine duration
Q         = Globale straling (in J/cm2) / Global radiation (in J/cm2)
DR        = Duur van de neerslag (in 0.1 uur) / Precipitation duration (in 0.1 hour)
RH        = Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
RHX       = Hoogste uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
RHXH      = Uurvak waarin RHX is gemeten / Hourly division in which RHX was measured
PG        = Etmaalgemiddelde luchtdruk herleid tot zeeniveau (in 0.1 hPa) berekend uit 24 uurwaarden / Daily mean sea level pressure (in 0.1 hPa) calculated from
24 hourly values
PX        = Hoogste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa) / Maximum hourly sea level pressure (in 0.1 hPa)
PXH       = Uurvak waarin PX is gemeten / Hourly division in which PX was measured
PN        = Laagste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa) / Minimum hourly sea level pressure (in 0.1 hPa)
PNH       = Uurvak waarin PN is gemeten / Hourly division in which PN was measured
VVN       = Minimum opgetreden zicht / Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30
km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
VVNH      = Uurvak waarin VVN is gemeten / Hourly division in which VVN was measured
VVX       = Maximum opgetreden zicht / Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30
km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
VVXH      = Uurvak waarin VVX is gemeten / Hourly division in which VVX was measured
NG        = Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten, 9=bovenlucht onzichtbaar) / Mean daily cloud cover (in octants, 9=sky invis
ible)
UG        = Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
UX        = Maximale relatieve vochtigheid (in procenten) / Maximum relative atmospheric humidity (in percents)
UXH       = Uurvak waarin UX is gemeten / Hourly division in which UX was measured
UN        = Minimale relatieve vochtigheid (in procenten) / Minimum relative atmospheric humidity (in percents)
UNH       = Uurvak waarin UN is gemeten / Hourly division in which UN was measured
EV24      = Referentiegewasverdamping (Makkink) (in 0.1 mm) / Potential evapotranspiration (Makkink) (in 0.1 mm)

# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24

  375,20220504,  337,   15,   18,   30,    8,    0,   23,   60,   10,  120,   71,    1,  183,   16,   46,   24,  109,   73, 2471,    0,    0,    0,    1,10191,10201,   24,10179,   15,   69,   24,   82,   18,    7,   61,   82,   23,   37,   15,   38
  375,20220505,  320,   10,   15,   30,   14,    0,    3,   60,   18,  139,   62,    4,  201,   17,   28,    6,   72,   48, 1915,    0,    0,    0,    1,10224,10252,   24,10200,    1,   56,   24,   80,   18,    5,   65,   93,    4,   39,   16,   31
  375,20220506,  280,   11,   15,   30,   12,    0,   23,   60,   12,  141,   81,    3,  216,   16,   53,    6,   94,   62, 2053,    0,    0,    0,    1,10249,10267,    8,10234,   24,    1,    4,   81,   14,    5,   74,   99,    5,   41,   16,   33
  375,20220507,  332,   16,   22,   40,   14,    0,    3,  100,   16,  153,   95,    4,  229,   13,   70,    6,   56,   37, 1658,   13,   49,   28,   16,10237,10264,   24,10226,    3,   56,   16,   75,   13,    7,   74,   95,    4,   42,   11,   28
  375,20220508,   38,   31,   32,   50,    7,   10,   20,   90,   15,  131,   83,   24,  185,   16,   47,   24,  121,   79, 2534,    0,    0,    0,    1,10275,10288,    9,10264,   16,   67,   19,   83,   20,    3,   61,   83,    3,   36,   17,   40
  375,20220509,   29,    1,   17,   40,   17,    0,   20,   80,   17,  159,   43,    5,  246,   16,   12,    6,  140,   92, 2591,    0,    0,    0,    1,10242,10274,    1,10206,   24,   65,    4,   82,   16,    3,   59,   95,    4,   31,   16,   44
  375,20220510,  225,   34,   40,  100,   14,   10,    2,  160,   15,  186,  115,    3,  258,   12,   80,    6,   13,    8, 1360,    0,   -1,   -1,    1,10164,10203,    1,10135,   24,   63,    5,   83,   18,    8,   59,   88,    3,   38,   14,   24
  375,20220511,  247,   49,   52,   80,   10,   20,    3,  130,   10,  185,  130,   24,  239,   14,  120,   24,  120,   78, 2568,    0,   -1,   -1,    1,10110,10138,   24,10089,   17,   75,    2,   83,    1,    6,   56,   80,   24,   39,   14,   46
  375,20220512,  252,   32,   34,   50,   11,   20,    2,  100,   13,  146,   76,    4,  202,   16,   53,   24,   99,   64, 2038,    0,    0,    0,    1,10180,10193,    9,10145,    1,   60,    6,   83,   19,    4,   60,   93,    4,   36,   13,   33
  375,20220513,  241,   44,   45,   70,   14,   10,   21,  120,   13,  140,   71,    2,  205,   16,   44,    6,   84,   54, 1943,    0,    0,    0,    1,10197,10209,   21,10181,    4,   70,    1,   81,   10,    5,   65,   86,    2,   43,   15,   31
  375,20220514,  281,   11,   24,   30,    1,   10,   22,   60,   10,  158,   67,    4,  231,   16,   53,    6,  130,   84, 2641,    0,    0,    0,    1,10211,10219,    8,10205,   16,   64,   21,   80,   12,    3,   61,   88,    4,   36,   15,   44
  375,20220515,   81,   36,   37,   50,   10,   20,    1,   90,   10,  187,   91,    4,  262,   15,   65,    6,  141,   90, 2715,    0,    0,    0,    1,10178,10207,    1,10143,   24,   66,    4,   83,   20,    5,   50,   85,    4,   25,   13,   48
  375,20220516,  235,    9,   28,   60,   12,   10,   21,  110,   12,  181,  116,   24,  277,   11,   84,   24,   57,   36, 1417,    4,    8,    8,   13,10161,10202,   24,10127,    4,   65,   14,   82,    2,    5,   68,   91,   24,   46,   10,   25
  375,20220517,  129,   18,   25,   50,   17,   10,    1,   80,   14,  191,  113,    1,  266,   16,   78,    6,   58,   37, 1738,    0,   -1,   -1,    1,10196,10216,    9,10177,   17,   65,    1,   83,   16,    7,   70,   95,   24,   42,   15,   31
  375,20220518,  275,    6,   23,   40,    8,    0,    2,   80,   10,  215,  130,    4,  278,   13,   91,    6,   90,   57, 2213,    0,    0,    0,    1,10198,10210,    9,10179,   24,   62,    3,   81,    7,    7,   66,   95,    1,   47,   12,   41
  375,20220519,  234,    7,   27,   60,   13,   10,    5,  230,   13,  189,  109,   24,  277,   12,   76,   24,   46,   29, 1311,   22,  105,   85,   13,10185,10222,   24,10158,   11,    1,   24,   81,   11,    7,   78,   99,   24,   44,   11,   23
  375,20220520,  219,    9,   35,   80,   15,    0,    2,  170,   16,  144,   91,    4,  210,   12,   67,    6,   37,   23, 1381,   11,   31,   27,   13,10181,10222,    1,10119,   15,    0,    2,   81,    9,    7,   83,   99,    1,   57,    9,   23
  375,20220521,  253,   32,   37,   60,    8,    0,   23,  100,    9,  146,  100,   24,  192,   16,   69,   24,   51,   32, 1624,    0,   -1,   -1,    1,10206,10217,   12,10196,    1,   65,   23,   82,   19,    7,   73,   95,   24,   52,   14,   27
  375,20220522,   81,   20,   21,   40,   18,    0,    2,   70,   13,  165,   80,    5,  221,   16,   50,    6,  113,   71, 2487,    0,    0,    0,    1,10144,10193,    1,10080,   24,   58,    4,   82,   22,    6,   66,   97,    2,   45,   14,   42
  375,20220523,  180,   14,   34,   50,   19,   20,    2,  110,   18,  175,  135,   19,  240,   12,  122,    6,   25,   16, 1273,   26,   43,   23,   18,10012,10073,    1, 9961,   16,   50,   18,   82,    8,    8,   74,   94,   18,   50,   12,   22
  375,20220524,  231,   53,   54,   80,    7,   20,   20,  140,    9,  132,   83,   24,  177,   14,   55,   24,   72,   45, 1772,    0,   -1,   -1,    1,10066,10124,   24,10011,    1,   61,    1,   83,   13,    6,   75,   93,   24,   56,   12,   28
  375,20220525,  230,   59,   59,   80,   11,   20,    1,  150,   19,  145,   69,    4,  200,   13,   48,    6,   85,   53, 2075,    0,    0,    0,    1,10150,10173,   24,10127,    1,   59,    3,   83,   13,    5,   69,   97,    3,   44,   12,   34
  375,20220526,  244,   61,   62,   80,   16,   40,    4,  130,   20,  169,  141,    1,  210,   14,  136,    6,   42,   26, 1731,    0,   -1,   -1,    1,10200,10215,   11,10174,    1,   65,    4,   83,   19,    8,   68,   83,    4,   53,   12,   30
  375,20220527,  281,   36,   40,   70,    1,   20,    5,  130,   11,  142,   89,   23,  182,   13,   65,   24,  117,   72, 2503,   22,   19,   11,    3,10215,10231,   19,10195,    4,   38,    2,   83,   19,    5,   66,   95,    3,   43,   12,   41
  375,20220528,  314,   30,   33,   50,    8,   10,   24,  100,   12,  122,   75,   24,  172,   12,   45,   24,  104,   64, 2137,    0,   -1,   -1,    1,10209,10223,    8,10184,   24,   70,    3,   83,    9,    4,   63,   86,    3,   43,   11,   33
  377,20220501,  360,   11,   15,   20,    1,   10,    2,   60,   10,  107,   58,   24,  158,   15,   19,   24,   50,   34, 1658,    0,    0,    0,    1,     ,     ,     ,     ,     ,   59,    5,   84,   11,    8,   66,   93,    5,   41,   15,   25
  377,20220502,  360,   20,   22,   40,   22,   10,    1,   70,   16,  125,   20,    5,  192,   16,   -2,    6,  125,   84, 2394,    0,    0,    0,    1,     ,     ,     ,     ,     ,   57,    5,   84,   14,    2,   61,   92,    5,   38,   15,   37
  377,20220503,    5,   27,   28,   50,   17,   20,    1,   80,   11,  123,   61,    4,  191,   14,   42,    6,  118,   79, 2422,    0,    0,    0,    1,     ,     ,     ,     ,     ,   64,   19,   84,    8,    4,   64,   83,   20,   41,   15,   38
  377,20220504,  331,   18,   22,   30,    1,   10,   24,   70,   15,  125,   64,    5,  195,   16,   45,    6,  102,   68, 2435,    0,    0,    0,    1,     ,     ,     ,     ,     ,   70,   23,   84,    9,    6,   62,   82,   24,   35,   15,   38
  377,20220505,  312,    8,   13,   30,   16,   10,    1,   50,   11,  129,   58,    2,  202,   13,   29,    6,   32,   21, 1394,    0,    0,    0,    1,     ,     ,     ,     ,     ,   35,   24,   77,   14,    6,   74,   95,    4,   49,   15,   22
  377,20220506,  282,   13,   16,   30,   15,   10,    1,   60,   13,  135,   38,    4,  219,   16,   14,    6,   85,   56, 2180,    0,    0,    0,    1,     ,     ,     ,     ,     ,    0,    3,   84,   16,    4,   75,   99,    5,   40,   15,   35
  377,20220507,  317,   13,   24,   80,   15,   10,    1,  150,   15,  150,   80,    3,  242,   14,   50,    6,   70,   46, 1986,    0,   -1,   -1,    1,     ,     ,     ,     ,     ,   56,    2,   84,   14,    6,   71,   94,    2,   33,   14,   33
  377,20220508,   25,   34,   34,   50,   11,   20,   19,   90,   11,  136,   84,   24,  194,   15,   33,   24,  112,   74, 2561,    0,    0,    0,    1,     ,     ,     ,     ,     ,   65,    6,   84,   11,    3,   63,   89,    3,   41,   14,   41
  377,20220509,  218,    5,   13,   30,   17,    0,   20,   60,   17,  160,   46,    5,  258,   16,   -1,    6,  138,   91, 2520,    0,    0,    0,    1,     ,     ,     ,     ,     ,   65,    5,   84,   10,    3,   62,   94,    5,   34,   16,   43
  377,20220510,  226,   30,   39,   90,   15,   10,    1,  160,   15,  189,   97,    2,  267,   13,   54,    6,   32,   21, 1625,    0,   -1,   -1,    1,     ,     ,     ,     ,     ,   50,    3,   84,    9,    8,   60,   96,    3,   38,   12,   29
  377,20220511,  246,   44,   49,   80,   15,   20,    4,  140,   15,  193,  137,   24,  254,   14,  127,    6,  130,   85, 2616,    5,   18,   18,   22,     ,     ,     ,     ,     ,   70,   22,   84,    1,    5,   57,   84,   22,   37,   15,   47
  377,20220512,  247,   31,   33,   50,    1,   10,    3,   90,    1,  147,   70,   24,  206,   15,   24,    6,   92,   60, 2048,    0,    0,    0,    1,     ,     ,     ,     ,     ,   62,    5,   84,   10,    4,   65,   94,    3,   42,   14,   34
  377,20220513,  241,   41,   42,   60,   11,   20,    1,  120,   14,  142,   68,    1,  202,   15,   33,    6,  125,   81, 2494,    0,    0,    0,    1,     ,     ,     ,     ,     ,   70,   21,   84,    9,    4,   63,   81,   21,   44,   12,   40
  377,20220514,  269,    8,   23,   30,    1,   20,    2,   70,   12,  160,   65,    4,  239,   17,   37,    6,  138,   89, 2718,    0,    0,    0,    1,     ,     ,     ,     ,     ,   70,    3,   84,   12,    4,   60,   88,    5,   34,   15,   46
  377,20220515,   91,   27,   28,   50,   10,   10,    1,   80,   10,  192,   85,    4,  272,   15,   24,    6,  142,   91, 2764,    0,    0,    0,    1,     ,     ,     ,     ,     ,   65,    4,   84,    8,    5,   54,   91,    4,   27,   14,   50
  377,20220516,  240,   25,   32,   70,   11,   10,    3,  120,   11,  183,  112,   24,  260,   10,   76,   24,   50,   32, 1460,    5,    3,    3,    6,     ,     ,     ,     ,     ,   65,   24,   84,    9,    6,   68,   92,   24,   48,   10,   26
  377,20220517,  146,   18,   20,   40,   13,    0,   24,  100,   14,  192,   95,    2,  271,   14,   71,    6,   56,   36, 1838,    0,   -1,   -1,    1,     ,     ,     ,     ,     ,   65,    1,   84,    9,    7,   67,   94,    2,   36,   14,   33
  377,20220518,  264,    9,   21,   40,    8,   10,    1,   70,    8,  215,  124,    4,  288,   15,   87,    6,  100,   64, 2296,    0,    0,    0,    1,     ,     ,     ,     ,     ,   62,   24,   84,    7,    7,   66,   96,    3,   40,   15,   43
  377,20220519,  274,    3,   31,   70,   13,   10,    1,  230,   13,  197,  118,   24,  303,   12,   83,   24,   64,   41, 1733,    5,   81,   80,   13,     ,     ,     ,     ,     ,    1,   24,   84,    8,    6,   75,   98,   24,   40,   11,   31
  377,20220520,  242,   14,   38,   90,   17,   10,    1,  140,   15,  156,   92,    3,  239,   12,   72,    6,   50,   32, 1363,   18,   71,   66,   13,     ,     ,     ,     ,     ,    1,    1,   75,    8,    6,   83,   99,    1,   66,   11,   23
  377,20220521,  254,   30,   38,   60,    9,   10,   22,   90,    9,  148,  104,    3,  200,   14,   80,   24,   50,   32, 1878,    0,    0,    0,    1,     ,     ,     ,     ,     ,   59,   24,   84,   10,    7,   71,   95,   24,   49,   14,   31
  377,20220522,   77,   13,   15,   30,   15,    0,    5,   60,   13,  171,   80,    5,  231,   16,   54,    6,  127,   80, 2692,    0,    0,    0,    1,     ,     ,     ,     ,     ,   39,    2,   84,    8,    6,   65,   98,    1,   39,   16,   46
  377,20220523,  192,   19,   35,   80,   19,   10,    4,  130,   18,  179,  137,    4,  240,   13,  106,    6,   15,    9, 1303,    8,   53,   48,   18,     ,     ,     ,     ,     ,   56,   23,   84,    8,    8,   76,   94,   23,   52,   12,   23
  377,20220524,  235,   40,   43,   70,    8,   10,   22,  140,   10,  130,   81,   24,  174,   15,   53,   24,   71,   45, 1823,   14,   63,   30,   12,     ,     ,     ,     ,     ,   23,   12,   84,   10,    7,   79,   96,   22,   59,   15,   29
  377,20220525,  232,   49,   51,   70,   12,   20,    1,  130,   14,  146,   72,    4,  192,   14,   45,    6,   91,   57, 2215,    0,    0,    0,    1,     ,     ,     ,     ,     ,   65,    1,   84,   10,    5,   68,   94,    1,   48,   12,   36
  377,20220526,  243,   56,   57,   70,   16,   40,    5,  120,   20,  167,  139,    5,  201,   13,  134,    6,   42,   26, 1792,    0,    0,    0,    1,     ,     ,     ,     ,     ,   70,    3,   84,   11,    7,   70,   83,    5,   57,   13,   31
  377,20220527,  276,   47,   51,   80,   12,   20,   20,  140,   12,  143,   76,   23,  191,   12,   34,   24,  117,   73, 2609,   31,   17,   10,    6,     ,     ,     ,     ,     ,   56,    4,   84,   10,    4,   69,   96,    6,   43,   14,   42
  377,20220528,  316,   37,   40,   60,   13,   20,    1,  110,   13,  127,   68,   24,  181,   14,   36,    6,  131,   81, 2712,    0,    0,    0,    1,     ,     ,     ,     ,     ,   70,    1,   84,    8,    2,   61,   85,    3,   35,   14,   42
  380,20220501,    4,   12,   16,   30,   11,   10,    3,   50,   10,  106,   68,    4,  154,   16,   57,   24,   27,   18, 1461,    0,    0,    0,    1,10230,10246,    1,10210,   24,   66,    7,   81,   17,    8,   65,   87,    5,   45,   16,   22
  380,20220502,   16,   29,   31,   50,   22,   20,    1,   80,   22,  128,   43,    4,  190,   15,   25,    6,  128,   86, 2410,    0,    0,    0,    1,10189,10206,    1,10172,   17,   61,    5,   81,   17,    3,   60,   87,    5,   41,   15,   38
  380,20220503,    2,   34,   36,   50,   18,   20,    6,   80,   10,  125,   60,    5,  191,   16,   45,    6,  131,   88, 2539,    0,    0,    0,    1,10185,10195,   10,10173,   17,   60,   21,   82,    9,    4,   63,   87,   24,   37,   12,   40
  380,20220504,  350,   19,   21,   30,   14,   10,    5,   70,   14,  121,   59,    4,  186,   15,   38,    6,  105,   70, 2339,    0,    0,    0,    1,10188,10201,   24,10174,   16,   65,    8,   83,   17,    4,   64,   88,    2,   40,   15,   36
  380,20220505,  297,   11,   20,   30,   15,   10,    2,   50,   11,  129,   66,    3,  188,   14,   49,    6,   30,   20, 1553,    0,    0,    0,    1,10225,10251,   23,10200,    1,   58,   24,   70,    1,    7,   72,   93,   24,   53,   13,   24
  380,20220506,  232,   12,   16,   30,   14,   10,    1,   50,   14,  138,   68,    5,  208,   15,   44,    6,   88,   59, 2063,    0,    0,    0,    1,10251,10267,    9,10236,   24,    0,    6,   83,   20,    4,   71,   98,    5,   45,   15,   33
  380,20220507,  282,   10,   30,   60,   16,   20,    2,  110,   15,  144,   91,    3,  228,   15,   72,    6,   47,   31, 1775,    4,   19,   15,   15,10237,10251,   23,10225,   14,   57,   24,   83,   17,    6,   72,   93,   24,   40,   14,   29
  380,20220508,   33,   45,   46,   50,    2,   30,   24,   90,   11,  139,   84,   24,  199,   15,   67,   24,   99,   65, 2393,    0,    0,    0,    1,10264,10277,    9,10251,    1,   57,    1,   83,   19,    3,   64,   94,    1,   39,   13,   39
  380,20220509,    1,    5,   18,   30,    2,    0,   20,   60,   15,  168,   60,    5,  246,   15,   45,    6,  137,   90, 2562,    0,    0,    0,    1,10240,10265,    1,10210,   24,   69,    7,   83,   20,    3,   59,   82,    4,   38,   14,   44
  380,20220510,  223,   31,   40,   80,   13,   10,   23,  130,   12,  196,  117,    3,  259,   13,   89,    6,   55,   36, 1895,    0,    0,    0,    1,10171,10207,    1,10144,   24,   70,    2,   83,   20,    8,   55,   84,    3,   38,   12,   34
  380,20220511,  244,   39,   43,   70,   14,   20,    1,  150,   22,  191,  122,    4,  257,   14,   97,    6,  131,   86, 2589,    4,    3,    3,   23,10116,10142,   24,10094,   16,   60,   23,   83,    1,    5,   58,   86,   23,   35,   14,   46
  380,20220512,  254,   29,   31,   40,    2,   20,    3,   90,   11,  152,   98,    4,  201,   14,   73,   24,   76,   50, 2067,    0,    0,    0,    1,10185,10200,   10,10149,    1,   61,    5,   83,   19,    5,   65,   92,    4,   41,   14,   34
  380,20220513,  240,   41,   41,   60,   11,   20,   20,  110,   12,  144,   94,    4,  195,   14,   85,    6,  116,   75, 2478,    0,    0,    0,    1,10208,10218,   24,10193,    1,   75,    3,   83,   21,    6,   61,   76,    6,   45,   13,   40
  380,20220514,  219,   12,   23,   30,    1,   10,   17,   70,   12,  161,   80,    5,  230,   16,   45,   24,  140,   91, 2693,    0,    0,    0,    1,10212,10224,    7,10201,   17,   70,    4,   82,   20,    5,   59,   81,    4,   37,   15,   46
  380,20220515,   83,   39,   40,   60,   11,   10,    1,   90,   13,  197,   83,    4,  269,   14,   25,    6,  110,   71, 2400,    0,    0,    0,    1,10169,10199,    1,10135,   24,   69,    4,   83,   16,    7,   50,   84,    4,   30,   14,   43
  380,20220516,  229,   31,   36,   70,   12,   10,   20,  110,   10,  192,  128,   24,  254,    9,   75,   24,   59,   38, 1571,    0,   -1,   -1,    1,10166,10207,   24,10127,    4,   74,   12,   83,    1,    6,   61,   79,   24,   48,    9,   28
  380,20220517,  164,   18,   20,   30,    2,   10,    5,   70,   13,  201,  129,    1,  270,   14,   78,    6,   42,   27, 1692,    0,   -1,   -1,    1,10197,10215,    8,10181,   19,   64,   20,   83,   18,    7,   61,   81,    5,   38,   13,   31
  380,20220518,  254,    7,   25,   30,    3,   20,    1,   60,    9,  225,  162,    2,  279,   15,   91,    6,  100,   64, 2244,    0,    0,    0,    1,10198,10213,    9,10176,   24,   70,   24,   83,    3,    7,   58,   83,   24,   44,   10,   43
  380,20220519,  214,    8,   28,   70,   13,   10,    1,  210,   13,  205,  143,   24,  313,   12,  109,    6,   77,   49, 1833,    5,  125,  125,   13,10187,10221,   22,10153,   12,   63,   22,   83,    3,    7,   69,   91,   23,   38,   11,   34
  380,20220520,  221,    7,   38,   70,   16,   10,    1,  190,   13,  165,  114,   24,  248,   11,  107,   24,   47,   30, 1417,   22,   87,   62,   13,10185,10218,    1,10143,   12,   41,    3,   70,   14,    6,   84,   95,   13,   64,   11,   24
  380,20220521,  247,   27,   36,   50,    1,   10,   19,   90,    2,  149,  105,    3,  200,   15,   81,   24,   86,   54, 2233,    0,    0,    0,    1,10213,10227,    9,10192,   24,   70,    1,   83,   17,    7,   68,   86,    1,   47,   17,   37
  380,20220522,   56,   14,   20,   40,   18,   10,    3,   60,   17,  172,   88,    5,  235,   15,   40,    6,  129,   82, 2673,    0,   -1,   -1,    1,10139,10190,    1,10074,   24,   65,    2,   83,   20,    6,   61,   94,    4,   38,   14,   46
  380,20220523,  203,   25,   35,   60,   13,   10,    8,  120,   18,  180,  135,   21,  253,   12,  132,   24,   22,   14, 1476,   11,   47,   42,   18,10015,10069,    1, 9968,   17,   26,   18,   83,    1,    8,   75,   96,   18,   49,   10,   26
  380,20220524,  233,   38,   41,   70,    9,   10,   22,  130,   12,  128,   86,   24,  172,   14,   43,   24,   61,   38, 1569,   23,   22,    9,    5,10078,10133,   24,10025,    1,   65,    5,   83,   13,    7,   76,   92,    5,   58,   13,   25
  380,20220525,  229,   47,   49,   70,   13,   30,    1,  130,   13,  144,   82,    3,  195,   14,   63,    6,   95,   60, 2275,    0,   -1,   -1,    1,10164,10188,   24,10135,    1,   65,    2,   83,   15,    5,   65,   92,    2,   43,   13,   37
  380,20220526,  242,   53,   53,   60,   11,   40,    4,  120,   16,  163,  134,    4,  205,   14,  132,    6,   61,   38, 1946,    0,    0,    0,    1,10215,10230,   11,10189,    1,   70,    2,   83,   18,    7,   70,   85,    4,   54,   13,   33
  380,20220527,  277,   39,   45,   70,   13,   10,   21,  120,   14,  142,   69,   24,  195,   13,   28,   24,  101,   63, 2323,   38,   17,    7,    6,10221,10240,   20,10208,    4,   38,    6,   83,   19,    5,   68,   96,    6,   38,   17,   38
  380,20220528,  320,   30,   38,   60,   17,   20,    4,  100,   15,  121,   61,    2,  178,   13,   24,   24,  109,   68, 2208,    0,    0,    0,    1,10211,10228,    1,10185,   24,   70,    1,   83,   19,    4,   62,   88,    3,   37,   16,   34
  391,20220501,    6,    9,   12,   20,   10,   10,    1,   40,    9,  105,   47,   24,  159,   15,   23,   24,   21,   14, 1353,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   66,   93,   24,   40,   15,   20
  391,20220502,    9,   21,   22,   30,    9,   10,    1,   70,   10,  125,   31,    3,  194,   14,    7,    6,  123,   83, 2317,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   61,   96,    3,   38,   16,   36
  391,20220503,    9,   24,   25,   40,    9,   10,    2,   80,   13,  119,   52,    5,  193,   14,   39,    6,   96,   64, 2199,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   64,   86,   21,   42,   10,   34
  391,20220504,  337,   13,   17,   30,    7,    0,   24,   50,    2,  123,   59,    4,  187,   16,   46,    6,  107,   71, 2532,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   62,   88,   23,   38,   15,   39
  391,20220505,  350,    5,    7,   20,   12,    0,    1,   60,   12,  134,   68,   24,  205,   14,   50,   24,   52,   35, 1839,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   66,   94,   24,   41,   13,   29
